SAMEA5128444,ERR2929696
SAMN06909152,SRR6474929
SAMN12263012,
SAMN04851094,
SAMN10219252,
SAMN08824586,SRR6924236 SRR6924237 SRR6924238 SRR6924239 SRR6924240 SRR6924241 SRR6924242 SRR6924243 SRR6924244
SAMN08823450,SRR6920549 SRR6921396 SRR6921397 SRR6921398 SRR6921399
SAMN10604455,SRR8333592
SAMN10604456,SRR8333590
SAMEA4786450,
SAMEA4785258,
SAMEA4830526,
SAMN12757101,
SAMEA4786452,
SAMN08660891,
SAMEA4830820,
SAMEA4830527,
SAMEA4830524,
SAMN12736389,
SAMN10784802,
SAMN10784800,
SAMN07807404,
SAMEA3446340,
SAMEA4682257,
SAMN09693981,
SAMN04096281,
SAMN12233489,
SAMN11268910,SRR8797097
SAMN10177962,
SAMN10177960,
SAMN11268909,SRR8797096
SAMN11333172,
SAMN11266496,
SAMN11266257,SRR8792696
SAMN13021417,
SAMN10740161,
SAMN11087650,
SAMN08773055,SRR6929622
SAMN08773032,SRR6929624
SAMN08773051,SRR6929635
SAMN08773036,SRR6929636
SAMN08773050,SRR6929623
SAMN08773027,SRR6929629
SAMN08773046,SRR6929613
SAMN08773030,SRR6929630
SAMN08773025,SRR6929602
SAMN08773026,SRR6929601
SAMN11633026,
SAMN11633027,
SAMN08773017,SRR6929610
SAMN08773021,SRR6929606
SAMN08773020,SRR6929607
SAMN08773042,SRR6929619
SAMN08773038,SRR6929615
SAMN08773053,SRR6929633
SAMN08773037,SRR6929614
SAMN08773045,SRR6929612
SAMN08773044,SRR6929621
SAMN08773033,SRR6929627
SAMN08773023,SRR6929604
SAMN08773018,SRR6929609
SAMN08773019,SRR6929608
SAMN08773048,SRR6929638
SAMN08773054,SRR6929632
SAMN08773041,SRR6929618
SAMN08773035,SRR6929637
SAMN08773028,SRR6929628
SAMN08773039,SRR6929616
SAMN08773029,SRR6929631
SAMN11180601,
SAMN08773024,SRR6929603
SAMN08773022,SRR6929605
SAMN13191633,SRR10520171
SAMN13226783,
SAMN08167607,SRR6373397
SAMN12789775,
SAMN12027817,
SAMN10887812,SRR8549113
SAMN11841626,
SAMN13756204,SRR10896391
SAMN13756518,SRR10896389
SAMN12641172,
